ReferenceNumber,Make,PropulsionTypeId,BodyTypeId,GovRegion,KeeperTitleId,EngineSize,YearRegistered,Mass,CO2,CO,NOX,part,hc,Random number
3403,FORD,1,14,South West,1,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.423460006
3047,VAUXHALL,2,14,North West,5,1598,2016,1613,99,0.056,0.054,,,0.943460014
2703,VAUXHALL,1,14,London,5,1399,2016,1308,127,0.484,0.006,0.002,0.037,0.615159556
2582,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.371066662
240,VOLKSWAGEN,2,2,London,2,1896,2002,1550,154,0.181,0.313,0.04,,0.3015817
1261,VAUXHALL,1,14,London,1,1598,2002,1660,171,0.695,0.019,,0.054,0.455879584
863,VOLKSWAGEN,2,6,London,1,1896,2002,1574,154,0.151,0.382,0.023,,0.339952545
891,TOYOTA,1,2,London,2,2362,2002,1565,233,0.35,0.02,,0.07,0.749582771
1229,TOYOTA,1,13,South West,1,998,2002,1040,137,0.43,0.03,,0.12,0.591309437
2736,VAUXHALL,2,14,North West,5,1598,2016,1350,103,0.17,0.032,0.001,,0.400659544
2946,FORD,1,13,North West,2,1242,2016,989,115,0.362,0.024,,0.043,0.666847827
1568,BMW,1,2,South West,1,2998,2016,1615,159,0.282,0.015,,0.057,0.390556039
626,VAUXHALL,1,14,London,1,1796,2002,1845,187,0.503,0.012,,0.035,0.055609113
505,VAUXHALL,1,13,South West,1,973,2002,1430,135,0.342,0.048,,0.06,0.471729938
2310,VOLKSWAGEN,2,14,North West,2,1968,2016,1394,119,0.079,0.063,,,0.10895912
2560,VOLKSWAGEN,1,14,London,1,1197,2016,1139,109,0.199,0.018,,0.035,0.771839887
2137,FORD,2,96,London,2,1499,2016,1533,109,0.338,0.07,,,0.490608734
1318,VAUXHALL,2,14,London,1,1956,2016,1664,147,0.078,0.062,,,0.164318591
1515,FORD,2,14,North West,1,1499,2016,1399,98,0.354,0.074,,,0.418650706
1368,VOLKSWAGEN,2,6,South West,5,1968,2016,1541,119,0.079,0.062,,,0.562990071
2263,BMW,2,5,South West,5,1995,2016,1615,106,0.128,0.023,,,0.265159817
132,FORD,1,6,South West,2,1596,2002,1227,200,0.518,0.059,,0.115,0.173070128
904,BMW,1,2,North West,1,2171,2002,1600,237,0.832,0.005,,0.091,0.118255091
1294,FORD,1,6,London,1,1999,2002,1435,194,0.284,0.08,,0.056,0.688669726
2991,VOLKSWAGEN,1,14,South West,5,1984,2016,1373,139,0.341,0.056,,0.053,0.795759102
596,VAUXHALL,1,14,London,1,1598,2002,1670,171,0.219,0.026,,0.037,0.775638115
1623,VOLKSWAGEN,2,96,North West,5,1968,2016,1492,133,0.136,0.036,,,0.368963001
3390,FORD,2,14,South West,5,1499,2016,1398,115,0.463,0.039,,,0.556798461
1675,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.221834239
3565,VOLKSWAGEN,1,14,South West,2,1798,2016,1280,129,0.261,0.021,,0.063,0.614283119
3376,VAUXHALL,2,14,North West,1,1598,2016,1613,109,0.035,0.026,,,0.610591298
2566,VAUXHALL,1,14,London,2,1398,2016,1163,118,0.463,0.01,,0.031,0.185087461
114,FORD,1,13,North West,2,1299,2002,965,154,0.395,0.103,,0.061,0.000995045
2154,FORD,2,14,South West,5,1499,2016,1399,98,0.354,0.074,,,0.339936775
519,VAUXHALL,1,13,North West,1,973,2002,1430,135,0.342,0.048,,0.06,0.132475929
2122,VOLKSWAGEN,2,2,South West,5,1598,2016,1444,105,0.243,0.039,,,0.874822351
2819,FORD,2,96,North West,5,1499,2016,1608,119,0.353,0.076,0.001,,0.848484262
3449,VAUXHALL,1,14,North West,1,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.582760219
1905,FORD,1,13,South West,5,998,2016,1170,99,0.355,0.041,0.001,0.067,0.952089507
3313,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.762797589
729,TOYOTA,1,14,North West,2,1598,2002,1295,168,0.55,0.03,,0.06,0.293683523
3020,VOLKSWAGEN,2,14,North West,5,1968,2016,1429,127,0.067,0.07,,,0.793667429
1347,VOLKSWAGEN,2,6,North West,2,1968,2016,1670,130,0.396,0.043,0.001,,0.011683339
291,FORD,1,2,South West,1,1596,2002,0,165,0.518,,,,0.82783547
3497,BMW,1,6,South West,2,1998,2016,1615,146,0.476,0.033,,0.048,0.924103651
1473,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.897029049
2492,FORD,1,14,South West,1,999,2016,1382,125,0.451,0.036,0.001,0.072,0.412039226
3033,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.018803768
361,FORD,1,13,North West,2,1299,2002,0,157,0.395,,,,0.9372162
3652,VOLKSWAGEN,1,14,South West,2,1197,2016,1107,107,0.157,0.039,,0.022,0.416177105
1490,FORD,2,14,South West,5,1499,2016,1553,94,0.407,0.07,,,0.63536715
539,BMW,2,6,London,1,2926,2002,2170,259,0.087,0.637,0.083,,0.636722701
1003,VAUXHALL,1,14,London,1,1598,2002,1680,197,0.357,0.029,,0.044,0.197129906
3557,BMW,1,2,South West,1,1998,2016,1525,134,0.151,0.025,,0.04,0.85160989
1810,VAUXHALL,1,96,South West,4,1364,2016,1613,158,0.65,0.018,,0.03,0.727496822
3489,VOLKSWAGEN,1,14,South West,1,1197,2016,1139,109,0.199,0.018,,0.035,0.290378178
2571,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.830321277
573,VAUXHALL,1,96,London,1,1796,2002,1980,207,0.627,0.008,,0.035,0.192908168
832,FORD,1,14,North West,1,1388,2002,1163,158,0.662,0.052,,0.137,0.236577628
1100,VOLKSWAGEN,1,14,South West,1,1390,2002,1182,156,0.165,0.047,,0.075,0.518998557
2082,FORD,2,14,South West,5,1499,2016,1170,94,0.351,0.051,,,0.910497297
2936,VAUXHALL,1,14,North West,1,999,2016,1263,102,0.328,0.026,0.002,0.028,0.953942657
1753,BMW,2,5,North West,1,2993,2016,1615,134,0.25,0.058,,,0.082456759
3490,FORD,1,96,South West,1,998,2016,1332,114,0.385,0.044,0.002,0.058,0.092487865
1940,BMW,2,14,South West,5,1995,2016,1670,117,0.109,0.026,,,0.552562169
2864,VOLKSWAGEN,2,14,North West,2,1598,2016,1321,99,0.167,0.069,,,0.332170628
754,FORD,1,14,South West,1,1999,2002,1396,192,0.284,0.08,,0.056,0.552522978
2222,BMW,2,2,South West,2,1995,2016,1525,116,0.174,0.024,,,0.080528064
1927,VOLKSWAGEN,2,6,South West,5,1598,2016,1395,102,0.167,0.069,,,0.886272407
472,VOLKSWAGEN,1,6,London,1,3999,2002,1899,314,0.698,0.026,,0.062,0.491043821
1548,BMW,8,2,South West,5,1998,2016,1735,49,0.082,0.006,,0.017,0.179088703
1374,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.647710452
3512,VAUXHALL,1,13,South West,2,1398,2016,1141,118,0.463,0.01,,0.031,0.291084172
2165,VAUXHALL,2,14,London,1,1598,2016,1350,103,0.17,0.032,0.001,,0.186091314
3327,VOLKSWAGEN,8,14,South West,5,1395,2016,1599,39,0.056,0.009,,0.008,0.970830881
300,VOLKSWAGEN,2,2,London,2,1896,2002,1423,146,0.081,0.376,0.029,,0.443202007
423,VOLKSWAGEN,1,13,North West,1,1598,2002,1050,175,0.293,0.04,,0.076,0.637022763
3311,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.373630014
1099,TOYOTA,1,6,South West,2,1794,2002,1310,175,0.9,0.05,,0.07,0.604087925
3262,VAUXHALL,1,14,North West,2,1229,2016,1163,124,0.552,0.045,,0.042,0.355110864
1001,VAUXHALL,1,14,North West,1,1199,2002,1430,154,0.211,0.031,,0.052,0.773149592
1086,VOLKSWAGEN,2,6,London,4,1896,2002,1594,159,0.181,0.313,0.04,,0.33158258
1956,FORD,1,14,South West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.600412267
3462,VAUXHALL,1,14,South West,2,1399,2016,1234,128,0.507,0.012,,0.021,0.198587509
1735,VAUXHALL,1,13,North West,2,1398,2016,1141,118,0.463,0.01,,0.031,0.604954595
2778,FORD,2,96,North West,5,1499,2016,1564,113,0.459,0.054,,,0.992412597
242,FORD,1,14,North West,1,2495,2002,1467,242,0.174,0.019,,0.059,0.72387995
2607,FORD,1,13,London,1,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.373277262
1025,VOLKSWAGEN,1,14,London,1,1595,2002,1288,194,0.48,0.044,,0.058,0.965441271
3764,BMW,1,5,London,1,1997,2016,1430,149,0.288,0.038,,0.03,0.161090304
1522,FORD,1,14,London,5,999,2016,1329,105,0.436,0.03,0.001,0.065,0.697526778
332,VOLKSWAGEN,2,13,South West,1,1896,2002,1374,143,0.177,0.363,0.024,,0.423347849
3548,VOLKSWAGEN,1,6,South West,2,1395,2016,1347,118,0.154,0.029,,0.044,0.274245116
1351,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.241363356
2451,FORD,1,14,London,2,1242,2016,1095,122,0.518,0.027,,0.051,0.83518687
549,VOLKSWAGEN,1,13,London,1,1781,2002,1327,190,0.667,0.03,,0.054,0.544052968
2191,VOLKSWAGEN,2,14,South West,1,1422,2016,1152,88,0.141,0.042,,,0.367765582
1033,TOYOTA,2,14,South West,1,1363,2002,1100,117,0.23,0.35,0.023,,0.435182481
1815,VAUXHALL,1,14,North West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.795661562
3134,FORD,1,14,North West,2,998,2016,1364,125,0.428,0.037,0.001,0.053,0.169420557
2934,VAUXHALL,1,13,North West,2,1229,2016,1086,125,0.474,0.013,,0.038,0.248071856
2012,FORD,2,14,North West,1,1499,2016,1399,98,0.354,0.074,,,0.095286401
376,VOLKSWAGEN,1,13,London,4,1984,2002,1356,221,1.106,0.073,,0.126,0.537133224
3053,FORD,2,14,North West,5,1499,2016,1398,115,0.463,0.039,,,0.243039974
408,VAUXHALL,2,14,London,1,1686,2002,1745,119,0.103,0.412,0.023,,0.170184269
1782,VAUXHALL,1,14,South West,2,1364,2016,1394,145,0.593,0.011,,0.03,0.956951545
1256,VOLKSWAGEN,1,14,London,1,1390,2002,1179,161,0.308,0.042,,0.064,0.590080498
1224,TOYOTA,1,14,North West,2,998,2002,1050,137,0.43,0.03,,0.12,0.018160002
2071,VOLKSWAGEN,2,6,South West,5,1598,2016,1485,107,0.243,0.039,,,0.030326725
1692,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.519110258
1823,VAUXHALL,2,14,North West,2,1598,2016,1449,114,0.163,0.048,,,0.036623508
2916,VAUXHALL,2,6,North West,5,1598,2016,1425,119,0.021,0.021,,,0.653570646
691,VOLKSWAGEN,1,14,North West,1,1198,2002,1153,142,0.68,0.042,,0.03,0.543051224
1704,FORD,1,14,North West,2,1242,2016,1095,122,0.518,0.027,,0.051,0.887624835
571,VOLKSWAGEN,1,13,South West,2,1198,2002,1103,142,0.474,0.015,,0.032,0.568778701
167,TOYOTA,1,5,North West,1,1794,2002,1260,185,1.22,0.03,,0.13,0.982031146
811,VAUXHALL,1,14,London,2,1199,2002,1430,149,0.253,0.029,,0.054,0.497192714
898,FORD,1,14,South West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.515321446
1398,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.188221406
2424,FORD,2,14,South West,5,1499,2016,1183,82,0.358,0.062,,,0.074313366
1377,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.9515067
2923,FORD,2,6,South West,5,1997,2016,1661,109,0.183,0.046,,,0.986408928
892,FORD,1,96,South West,1,2295,2002,1736,264,0.341,0.084,,0.106,0.46068546
2970,FORD,1,14,North West,2,1242,2016,1095,122,0.518,0.027,,0.051,0.379858799
1981,FORD,2,13,North West,2,1499,2016,1163,94,0.262,0.047,,,0.316944025
213,TOYOTA,1,13,South West,2,998,2002,1040,137,0.43,0.03,,0.12,0.269145941
1833,VAUXHALL,1,14,London,2,1398,2016,1199,137,0.645,0.008,,0.044,0.050579471
48,VAUXHALL,1,96,South West,4,1598,2002,1970,190,0.219,0.026,,0.037,0.700220827
3552,VAUXHALL,1,96,South West,5,1364,2016,1393,149,0.46,0.016,,0.026,0.922587439
2302,VOLKSWAGEN,1,14,North West,2,999,2016,1116,99,0.216,0.022,,0.051,0.522316901
1915,BMW,2,5,North West,5,1995,2016,1560,124,0.101,0.019,,,0.841472279
2389,VOLKSWAGEN,1,6,London,1,1395,2016,1347,118,0.154,0.029,,0.044,0.915698692
1011,BMW,1,2,South West,1,2171,2002,1570,213,1.171,0.008,,0.093,0.903838699
1330,VAUXHALL,1,13,South West,5,1398,2016,1141,120,0.463,0.01,,0.031,0.555122514
3750,BMW,2,13,South West,1,1995,2016,1425,114,0.248,0.028,,,0.282871932
236,FORD,1,14,South West,2,1388,2002,1097,158,0.562,0.026,,0.08,0.956305825
2139,BMW,8,5,London,1,1499,2016,1560,49,0.176,0.011,,0.007,0.414921619
3413,VOLKSWAGEN,2,5,South West,5,1968,2016,1395,119,0.143,0.036,,,0.200032321
2303,VAUXHALL,1,14,London,2,999,2016,1199,115,0.402,0.026,0.002,0.035,0.991775585
2209,VOLKSWAGEN,2,96,North West,5,1968,2016,1492,133,0.136,0.036,,,0.193139414
882,VOLKSWAGEN,2,14,South West,1,1896,2002,1420,146,0.177,0.363,0.024,,0.722488502
3653,VAUXHALL,1,14,South West,2,1364,2016,1394,145,0.593,0.011,,0.03,0.699285162
975,FORD,1,14,North West,2,1388,2002,1163,158,0.662,0.052,,0.137,0.397715611
2243,BMW,1,14,South West,1,1499,2016,1380,126,0.164,0.016,,0.041,0.907557823
336,VAUXHALL,1,4,South West,2,1598,2002,1715,175,0.219,0.026,,0.037,0.732424662
935,FORD,1,13,North West,1,1299,2002,965,154,0.395,0.103,,0.061,0.695816038
1686,VAUXHALL,2,14,North West,5,1598,2016,1613,129,0.013,0.033,,,0.847945287
3268,FORD,1,14,North West,5,1596,2016,1144,138,0.314,0.017,,0.037,0.899296167
2626,FORD,1,14,London,5,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.155754754
2775,FORD,2,96,North West,5,1499,2016,1564,113,0.459,0.054,,,0.783928381
2175,VOLKSWAGEN,1,14,South West,1,1197,2016,1107,107,0.157,0.039,,0.022,0.369100026
1611,FORD,2,96,South West,1,1499,2016,1461,105,0.419,0.043,,,0.807367727
627,VAUXHALL,1,14,London,2,1199,2002,1455,154,0.211,0.031,,0.052,0.646324515
3818,FORD,2,14,South West,5,1997,2016,1681,122,0.215,0.057,,,0.549138516
1443,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.036863236
3645,BMW,3,14,South West,2,0,2016,1270,0,,,,,0.106134586
1921,BMW,2,2,London,5,2993,2016,1975,142,0.067,0.046,,,0.658330384
623,VOLKSWAGEN,1,14,London,2,1598,2002,1304,168,0.259,0.043,,0.056,0.341291792
645,FORD,1,14,North West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.901956829
1402,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.582191663
2558,VAUXHALL,1,14,London,5,1399,2016,1234,124,0.507,0.012,,0.021,0.719640831
558,TOYOTA,1,6,London,4,2362,2002,1670,259,1.02,0.02,,0.08,0.234168766
137,BMW,1,2,London,1,2494,2002,1605,247,0.382,0.006,,0.045,0.266219832
1131,FORD,1,14,South West,2,1388,2002,1097,153,0.562,0.026,,0.08,0.849421692
2069,BMW,2,2,South West,5,2993,2016,1615,131,0.25,0.058,,,0.062609629
2109,VOLKSWAGEN,2,14,South West,5,1968,2016,1395,114,0.133,0.067,,,0.881993494
353,VOLKSWAGEN,2,14,London,1,1896,2002,1379,138,0.073,0.33,0.025,,0.292200256
2625,TOYOTA,8,96,London,5,1798,2016,1605,101,0.1,0.006,,0.013,0.263078138
3301,VOLKSWAGEN,2,14,South West,5,1598,2016,1321,99,0.167,0.069,,,0.713019314
1043,VAUXHALL,2,96,South West,1,1995,2002,2075,175,0.434,0.428,0.034,,0.671334691
493,VAUXHALL,1,13,North West,4,1199,2002,1430,154,0.211,0.031,,0.052,0.232996008
1999,FORD,2,14,North West,2,1499,2016,1399,98,0.354,0.074,,,0.098733767
205,VAUXHALL,1,13,North West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.82293073
1277,TOYOTA,1,14,London,2,1398,2002,1285,159,0.47,0.02,,0.07,0.602662169
1682,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.349787585
2667,BMW,2,6,London,1,1995,2016,1820,139,0.144,0.035,,,0.615639048
2526,TOYOTA,8,6,London,1,2494,2016,1815,118,0.267,0.009,,0.049,0.250601404
459,VOLKSWAGEN,1,14,North West,1,1595,2002,1291,194,0.48,0.044,,0.058,0.341198723
2700,TOYOTA,1,96,London,1,1798,2016,1560,150,0.278,0.014,,0.047,0.978286646
2663,BMW,2,14,London,2,1995,2016,1670,120,0.123,0.031,,,0.072268243
3461,VAUXHALL,2,14,South West,5,1598,2016,1350,103,0.17,0.032,0.001,,0.813297363
3678,VAUXHALL,1,96,South West,5,1364,2016,1613,158,0.65,0.018,,0.03,0.970724944
2149,BMW,2,14,London,5,1995,2016,1485,109,0.142,0.032,,,0.902561901
2907,VOLKSWAGEN,1,96,North West,1,1395,2016,1362,125,0.158,0.034,,0.028,0.887163597
931,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.500418656
817,VOLKSWAGEN,2,14,North West,2,1896,2002,1379,138,0.073,0.33,0.025,,0.858218522
2719,BMW,2,14,South West,5,1496,2016,1425,96,0.086,0.025,,,0.756219178
2580,TOYOTA,8,6,London,5,1798,2016,1490,81,0.182,0.005,,0.036,0.606607778
13,VOLKSWAGEN,2,14,North West,1,1896,2002,1353,138,0.073,0.33,0.025,,0.650263579
1388,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.458178747
2151,VOLKSWAGEN,1,14,London,1,1395,2016,1271,116,0.154,0.029,,0.044,0.662395478
2528,FORD,2,14,London,5,1997,2016,1681,122,0.145,0.059,0.001,,0.959645762
23,VAUXHALL,1,13,South West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.636542268
1843,VAUXHALL,1,14,London,2,1398,2016,1199,137,0.645,0.008,,0.044,0.794679321
3541,VOLKSWAGEN,2,14,South West,1,1422,2016,1152,88,0.141,0.042,,,0.743792192
1817,VAUXHALL,1,14,North West,1,1398,2016,1163,120,0.463,0.01,,0.031,0.470609751
881,VOLKSWAGEN,2,3,North West,2,1896,2002,0,146,0.081,,0.029,,0.095013067
747,VOLKSWAGEN,1,13,South West,1,1390,2002,1003,149,0.294,0.03,,0.067,0.504908624
2237,BMW,1,14,North West,2,1499,2016,1380,126,0.164,0.016,,0.041,0.360580502
2174,FORD,1,14,South West,5,999,2016,1382,125,0.451,0.036,0.001,0.072,0.453998007
2009,FORD,1,14,South West,2,998,2016,1168,114,0.206,0.034,,0.05,0.522570736
1324,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.65121141
2181,VOLKSWAGEN,1,13,South West,1,999,2016,929,105,0.457,0.013,,0.039,0.823222051
3190,FORD,2,6,North West,5,1997,2016,1679,123,0.357,0.043,,,0.105816635
2066,VOLKSWAGEN,2,6,South West,5,1598,2016,1485,107,0.243,0.039,,,0.189676771
289,FORD,1,13,South West,1,1299,2002,1006,171,0.66,0.095,,0.11,0.233599508
3826,VAUXHALL,1,14,South West,2,1598,2016,1355,159,0.809,0.012,,0.051,0.265477788
723,TOYOTA,1,14,London,1,1598,2002,1295,168,0.55,0.03,,0.06,0.32833503
243,FORD,1,14,South West,1,2967,2002,1506,245,0.236,0.053,,0.035,0.16233779
1007,VAUXHALL,1,14,North West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.702514364
2328,BMW,1,2,South West,5,1499,2016,1475,124,0.14,0.012,,0.024,0.441913762
2835,BMW,1,6,North West,1,4395,2016,2350,258,0.342,0.022,,0.037,0.82612389
3078,VOLKSWAGEN,1,13,South West,5,999,2016,1055,106,0.407,0.016,,0.034,0.50324241
1721,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.326781798
3564,FORD,2,14,South West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.957199184
2852,FORD,1,13,North West,2,1242,2016,1088,122,0.518,0.027,,0.051,0.491412841
1505,FORD,1,5,South West,1,4951,2016,1810,281,0.225,0.018,,0.029,0.028319825
1930,VOLKSWAGEN,2,6,South West,5,1598,2016,1395,102,0.167,0.069,,,0.578785205
60,BMW,2,2,London,1,1995,2002,1505,185,0.203,0.375,0.036,,0.094493761
418,BMW,1,2,London,2,1796,2002,1385,172,0.76,0.059,,0.103,0.359569923
1068,VOLKSWAGEN,2,2,South West,1,1896,2002,1550,154,0.181,0.313,0.04,,0.532571118
3738,BMW,2,2,South West,5,1995,2016,1495,108,0.157,0.034,,,0.654964975
3299,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.436804157
19,VOLKSWAGEN,2,14,London,2,1896,2002,1379,138,0.073,0.33,0.025,,0.817328757
1376,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.919525221
3618,FORD,1,13,South West,1,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.742957327
1269,FORD,2,14,North West,1,1753,2002,1280,145,0.109,0.489,0.044,0.018,0.24265484
2810,BMW,2,6,North West,5,1995,2016,1650,133,0.187,0.05,,,0.880836012
2414,FORD,1,14,London,1,1242,2016,1095,122,0.518,0.027,,0.051,0.717682134
1426,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.72410774
2200,VAUXHALL,1,14,South West,2,1398,2016,1163,120,0.463,0.01,,0.031,0.502646558
579,VOLKSWAGEN,2,13,London,1,1896,2002,1367,140,0.081,0.376,0.029,,0.77742269
820,VOLKSWAGEN,1,14,South West,1,1598,2002,1276,166,0.259,0.043,,0.056,0.181553129
1023,VOLKSWAGEN,1,13,North West,4,1596,2002,1280,180,0.53,0.031,,0.055,0.304053867
2133,VOLKSWAGEN,1,6,South West,1,1395,2016,1347,118,0.154,0.029,,0.044,0.404666024
3382,VAUXHALL,2,14,North West,1,1598,2016,1613,109,0.035,0.026,,,0.12271846
299,TOYOTA,1,14,North West,1,1598,2002,1325,190,0.45,0.02,,0.05,0.06738199
2990,VOLKSWAGEN,1,13,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.760489268
2459,VAUXHALL,2,14,North West,1,1956,2016,1613,118,0.08,0.06,,,0.530770385
81,VAUXHALL,1,13,North West,2,1199,2002,1455,154,0.211,0.031,,0.052,0.288481523
756,BMW,2,2,South West,1,2926,2002,0,178,0.323,0.437,,,0.897036054
1370,VOLKSWAGEN,2,6,South West,5,1968,2016,1503,107,0.137,0.067,,,0.948220649
362,FORD,2,14,South West,1,1998,2002,1506,156,0.204,0.443,0.026,,0.785715126
3717,FORD,2,96,North West,2,1499,2016,1564,113,0.459,0.054,,,0.594371846
1348,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.691850532
2307,VOLKSWAGEN,1,14,London,5,1395,2016,1238,108,0.16,0.026,,0.041,0.403095664
1310,VAUXHALL,2,6,South West,5,1598,2016,1393,89,0.268,0.047,,,0.658804802
2673,FORD,1,14,London,5,998,2016,1168,114,0.206,0.034,,0.05,0.525404266
582,BMW,1,5,London,1,3246,2002,1570,287,0.779,0.031,,0.125,0.18232672
1537,FORD,2,14,South West,5,1499,2016,1399,98,0.354,0.074,,,0.148820264
2304,VAUXHALL,2,14,South West,5,1956,2016,1613,118,0.08,0.06,,,0.093134168
2439,VOLKSWAGEN,1,14,London,1,1395,2016,1271,116,0.154,0.029,,0.044,0.970792368
3532,VOLKSWAGEN,2,14,South West,5,1968,2016,1373,112,0.1,0.07,,,0.346277651
2176,VOLKSWAGEN,1,14,South West,2,999,2016,1055,106,0.407,0.016,,0.034,0.628191106
2508,VAUXHALL,1,13,London,1,1398,2016,1141,118,0.463,0.01,,0.031,0.449557948
3754,FORD,1,14,South West,1,2261,2016,1583,175,0.239,0.046,0.001,0.048,0.875042468
2128,VOLKSWAGEN,2,96,South West,1,1968,2016,1492,125,0.079,0.063,,,0.946277247
2803,FORD,1,13,North West,1,998,2016,1176,99,0.355,0.041,0.001,0.067,0.153270254
603,BMW,1,2,London,1,1796,2002,1385,172,0.76,0.059,,0.103,0.251925496
405,TOYOTA,1,14,South West,1,998,2002,1050,137,0.43,0.03,,0.12,0.428103025
2447,VAUXHALL,1,14,London,5,1364,2016,1409,149,0.699,0.008,,0.044,0.892053918
1546,VAUXHALL,1,14,South West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.801540731
3070,VOLKSWAGEN,1,13,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.28430591
1506,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.684001835
2402,TOYOTA,1,14,London,2,1329,2016,1123,114,0.348,0.007,,0.043,0.762493489
337,VAUXHALL,1,13,London,2,973,2002,1430,135,0.342,0.048,,0.06,0.775568793
2080,VOLKSWAGEN,2,6,South West,5,1598,2016,1500,104,0.186,0.059,,,0.712477363
1758,FORD,2,6,South West,5,1997,2016,1679,123,0.357,0.043,,,0.00477926
910,BMW,1,2,London,1,2979,2002,1540,230,0.447,0.013,,0.062,0.060113652
3253,BMW,1,14,North West,1,1499,2016,1415,119,0.329,0.018,,0.055,0.214197705
383,VAUXHALL,1,14,South West,1,1796,2002,1845,187,0.503,0.012,,0.035,0.180776004
1112,VOLKSWAGEN,2,2,South West,1,1896,2002,1491,146,0.137,0.42,0.03,,0.424565211
1072,VAUXHALL,2,96,South West,4,1995,2002,2075,175,0.434,0.428,0.034,,0.793663092
1382,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.009149793
572,VAUXHALL,1,14,London,1,1598,2002,1660,197,0.357,0.029,,0.044,0.504411432
2956,VOLKSWAGEN,1,14,South West,5,1984,2016,1486,165,0.522,0.05,,0.053,0.668250169
3150,FORD,1,14,North West,5,999,2016,1382,125,0.451,0.036,0.001,0.072,0.997919543
1644,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.272769875
1941,FORD,2,96,London,5,1997,2016,1833,134,0.305,0.054,,,0.357878934
2918,VOLKSWAGEN,1,14,South West,5,1984,2016,1505,159,0.609,0.047,,0.06,0.899331771
969,VOLKSWAGEN,1,14,South West,2,1200,2002,1120,142,0.474,0.015,,0.032,0.34715506
2218,FORD,2,14,South West,2,1499,2016,1399,98,0.354,0.074,,,0.385287633
3079,FORD,2,14,North West,1,1997,2016,1773,135,0.217,0.078,,,0.204027832
3101,VAUXHALL,2,14,South West,5,1598,2016,1613,124,0.013,0.033,,,0.419438874
561,BMW,1,6,London,1,1995,2002,1485,199,0.811,0.053,,0.12,0.775034397
